Date,Time,Temperature,SpecificConductance,Salinity,DOpercent,DOmgl,pHmV,pH,Turbidity,ChlorophyllRFU,Chlorophyllugl,fDOM (RFU),fDOM (QSU),Wind direction,Wind speed (m/s),AirTemp,RelHumidity,BarometricPressurehPA,SolarRadiationWm2,NitrateuM
03/27/2025,1:00:00 PM,4.222,47588.8,30.25,103.59,11.02,-75.11,8.11,1.43,-0.28,-0.58,1.31,3.06,353,5.44,6.1,47,1015.1,187,9.75
03/27/2025,12:00:00 PM,4.068,47560.9,30.21,103.15,11.01,-75.23,8.11,1.46,-0.27,-0.53,1.35,3.17,338,3.46,5.4,42,1015.5,242,10.36
03/27/2025,11:00:00 AM,4.138,47192.6,29.96,102.82,10.98,-75.37,8.11,1.47,-0.27,-0.52,1.44,3.47,17,3.37,4.9,51,1015.5,996,10.03
03/27/2025,10:00:00 AM,4.001,47423.4,30.1,102.39,10.96,-75.18,8.11,1.49,-0.29,-0.61,1.43,3.44,329,3.59,3.8,56,1015.8,826,9.96
03/27/2025,9:00:00 AM,3.926,47638.6,30.24,102.04,10.93,-75.1,8.11,1.57,-0.27,-0.53,1.39,3.3,314,5.2,2.7,60,1015.8,722,9.92
03/27/2025,8:00:00 AM,3.969,47222.6,29.96,101.94,10.93,-75.34,8.11,1.52,-0.25,-0.46,1.55,3.83,308,4.43,1.4,69,1015.6,554,9.88
03/27/2025,7:00:00 AM,3.967,46829.3,29.68,101.79,10.93,-75.64,8.12,1.49,-0.23,-0.41,1.67,4.24,307,0.9,0.7,73,1015.5,122,10.06
03/27/2025,6:00:00 AM,4.074,46786.5,29.66,102.06,10.94,-75.94,8.12,1.45,-0.19,-0.25,1.79,4.62,302,1.63,0.3,75,1015.3,31,10.26
03/27/2025,5:00:00 AM,4.16,46658.1,29.59,102.29,10.94,-76.14,8.13,1.46,-0.17,-0.2,1.81,4.69,306,1.92,0.4,75,1014.9,0,9.47
03/27/2025,4:00:00 AM,4.213,46349.6,29.38,102.47,10.96,-76.28,8.13,1.75,-0.2,-0.29,1.91,5.02,307,2.03,0.3,76,1014.4,0,9.26
03/27/2025,3:00:00 AM,4.008,46844.6,29.7,101.69,10.91,-75.91,8.12,1.61,-0.23,-0.38,1.67,4.24,340,2.41,0.7,78,1014,0,9.76
03/27/2025,2:00:00 AM,3.986,46939.8,29.76,101.88,10.93,-76.33,8.13,1.55,-0.26,-0.5,1.61,4.04,343,1.82,0.7,83,1014.3,0,9.86
03/27/2025,1:00:00 AM,3.997,47405.8,30.09,102.26,10.95,-76.17,8.13,1.56,-0.23,-0.41,1.46,3.53,87,0.46,0.2,92,1014.5,0,9.75
03/27/2025,12:00:00 AM,4.026,47526.4,30.18,102.49,10.96,-76.35,8.13,1.45,-0.24,-0.42,1.43,3.46,75,1.02,0.4,95,1014.3,0,10.75
03/26/2025,11:00:00 PM,4.067,47186.7,29.94,102.67,10.98,-76.73,8.14,1.46,-0.25,-0.47,1.49,3.64,19,1.9,-0.2,97,1014.2,0,10.36
03/26/2025,10:00:00 PM,4.027,47266.8,29.99,102.67,10.99,-76.83,8.14,1.4,-0.24,-0.44,1.49,3.65,50,0.78,0.7,96,1013.9,0,9.85
03/26/2025,9:00:00 PM,4.099,47103.5,29.89,102.59,10.97,-76.8,8.14,1.38,-0.21,-0.34,1.56,3.88,132,0.55,1.2,95,1013.9,1,10.07
03/26/2025,8:00:00 PM,4.161,47065.4,29.87,103.1,11.01,-77.01,8.14,1.42,-0.23,-0.39,1.54,3.8,55,1.55,2,93,1013.8,0,10.18
03/26/2025,7:00:00 PM,4.186,46928.3,29.78,103.13,11.01,-77.14,8.15,1.38,-0.22,-0.35,1.56,3.88,165,1.17,3.7,89,1013.2,0,10.12
03/26/2025,6:00:00 PM,4.392,46420.4,29.45,103.78,11.05,-77.72,8.16,1.63,-0.23,-0.39,1.71,4.37,183,3.58,4.3,85,1012.9,7,9.33
03/26/2025,5:00:00 PM,4.32,46175.9,29.27,103.13,11.01,-77.73,8.16,1.55,-0.26,-0.52,1.78,4.6,180,3.95,4.6,82,1013,57,9.22
03/26/2025,4:00:00 PM,4.338,46238.8,29.32,102.87,10.98,-77.86,8.16,1.49,-0.29,-0.6,1.85,4.85,150,2.67,5.2,64,1012.8,207,10
03/26/2025,3:00:00 PM,4.359,46650.2,29.61,104.06,11.08,-78.2,8.16,1.33,-0.28,-0.57,1.61,4.04,169,5.64,5.3,63,1013,450,9.11
03/26/2025,2:00:00 PM,4.336,46866.6,29.76,103.35,11,-77.91,8.16,1.34,-0.28,-0.58,1.53,3.77,176,5.74,5.1,66,1013.5,476,8.9
03/26/2025,1:00:00 PM,4.382,46884.3,29.77,103.19,10.96,-76.37,8.13,1.23,-0.26,-0.48,1.5,3.66,173,4.81,5.3,69,1013.9,625,9.54
03/26/2025,12:00:00 PM,20.46,0.57,0,93.35,8.39,-132.91,9.05,10.64,-0.03,0.29,-1.24,-5.36,178,4.74,5.8,68,1014.3,470,9.84
03/26/2025,11:00:00 AM,4.111,46973.8,29.8,103.39,11.06,-72.86,8.06,0.78,-0.08,-0.62,1.71,4.91,227,1.96,6.4,59,1014.7,495,10.65
03/26/2025,10:00:00 AM,4.111,46973.8,29.8,103.39,11.06,-72.86,8.06,0.78,-0.08,-0.62,1.71,4.91,221,1.05,6,59,1014.9,356,10.42
03/26/2025,9:00:00 AM,4.032,47209.4,29.95,102.74,11,-72.37,8.05,0.87,-0.08,-0.63,1.57,4.42,323,1.39,4.6,66,1014.8,634,10.37
03/26/2025,8:00:00 AM,4.016,47223.9,29.96,102.68,10.99,-72.41,8.05,0.92,-0.04,-0.46,1.71,4.92,66,0.36,2.9,82,1014.6,264,11.03
03/26/2025,7:00:00 AM,3.99,47058.9,29.84,102.76,11.02,-72.41,8.05,0.83,-0.01,-0.37,1.72,4.93,70,0.16,0.5,95,1014.6,166,10.25
03/26/2025,6:00:00 AM,4.03,46667.7,29.58,102.62,11.01,-72.53,8.06,1.02,0.01,-0.29,1.78,5.13,10,0.45,-0.5,97,1014.9,30,10.78
03/26/2025,5:00:00 AM,4.206,46443.5,29.44,103.01,11.02,-72.57,8.06,0.95,0.06,-0.11,1.86,5.42,252,0.8,-0.7,97,1014.4,0,10.62
03/26/2025,4:00:00 AM,4.229,46145.4,29.24,102.99,11.02,-72.8,8.06,0.92,0.06,-0.11,1.99,5.85,30,0.69,-1,96,1013.9,0,10.68
03/26/2025,3:00:00 AM,4.222,46242.7,29.3,103.16,11.04,-72.67,8.06,1.05,-0.01,-0.38,1.92,5.6,33,1,-0.5,96,1014.1,0,10.61
03/26/2025,2:00:00 AM,4.074,46489.6,29.46,102.97,11.05,-72.79,8.06,0.9,-0.01,-0.38,1.85,5.37,19,0.72,-0.2,94,1014.1,0,10.61
03/26/2025,1:00:00 AM,4.226,46544.4,29.52,103.45,11.05,-72.91,8.06,0.96,0,-0.34,1.82,5.28,10,0.8,-0.1,93,1014.2,0,11.19
03/26/2025,12:00:00 AM,4.219,46939.6,29.79,103.85,11.08,-72.84,8.06,0.93,-0.02,-0.41,1.72,4.92,14,0.78,0.5,90,1013.9,0,9.84
03/25/2025,11:00:00 PM,4.244,47088.9,29.9,104.32,11.11,-72.85,8.06,0.84,-0.03,-0.42,1.62,4.61,35,1.8,1.2,85,1013.8,0,10.4
03/25/2025,10:00:00 PM,4.292,46806.4,29.71,104.49,11.13,-73.11,8.07,0.9,0.02,-0.25,1.72,4.93,186,0.62,3.3,80,1013.7,0,10.36
03/25/2025,9:00:00 PM,4.291,46983.3,29.83,104.16,11.09,-73.01,8.06,0.82,-0.01,-0.38,1.56,4.4,30,2.23,4.2,71,1012.8,0,9.89
03/25/2025,8:00:00 PM,4.287,47015.5,29.85,104.27,11.1,-72.88,8.06,0.88,0.02,-0.27,1.6,4.54,279,2.13,5.8,61,1012.4,0,10.17
03/25/2025,7:00:00 PM,4.327,46652.6,29.6,104.45,11.13,-72.98,8.06,0.87,0.05,-0.14,1.72,4.94,238,3.14,6,63,1011.6,0,10.32
03/25/2025,6:00:00 PM,4.396,46587.3,29.57,104.55,11.12,-73.01,8.06,0.93,0.12,0.12,1.67,4.77,237,3.48,6.8,59,1010.5,1,9.57
03/25/2025,5:00:00 PM,4.414,46231.4,29.32,104.34,11.11,-73.07,8.07,0.88,-0.02,-0.41,1.86,5.41,252,2.61,7.3,61,1009.5,70,10.34
03/25/2025,4:00:00 PM,4.494,45862.6,29.07,104.03,11.08,-72.9,8.06,0.98,-0.02,-0.41,1.94,5.69,257,2.57,7.2,62,1008.6,143,10.47
03/25/2025,3:00:00 PM,4.457,46011.1,29.17,103.99,11.07,-72.87,8.06,0.97,-0.05,-0.53,1.94,5.68,227,2.75,7,67,1008.1,170,10.26
03/25/2025,2:00:00 PM,4.491,46280.3,29.37,104.14,11.07,-72.83,8.06,0.89,-0.06,-0.55,1.83,5.32,239,1.99,6.7,71,1007.7,313,9.83
03/25/2025,1:00:00 PM,4.351,46754.4,29.68,104.37,11.11,-72.77,8.06,0.84,-0.07,-0.58,1.77,5.12,235,4.53,6.3,70,1007.6,360,9.84
03/25/2025,12:00:00 PM,4.368,46387.1,29.42,103.93,11.07,-73.03,8.06,0.81,-0.07,-0.58,1.76,5.07,264,2.05,6.4,70,1007.9,825,10.91
03/25/2025,11:00:00 AM,4.342,46241.6,29.32,102.96,10.98,-72.71,8.06,0.87,-0.05,-0.52,1.89,5.5,241,3.02,5.2,75,1007.9,412,10.11
03/25/2025,10:00:00 AM,4.007,47285.9,30,103.02,11.03,-72.93,8.06,1.01,-0.07,-0.57,1.59,4.51,245,2.2,5,77,1008.1,365,10.69
03/25/2025,9:00:00 AM,3.969,46660.8,29.56,102.56,11.02,-73.02,8.07,0.86,-0.07,-0.6,1.77,5.09,248,3.18,4.8,80,1008,651,10.66
03/25/2025,8:00:00 AM,4.005,46956.6,29.77,102.42,10.98,-72.7,8.06,0.85,-0.04,-0.47,1.73,4.97,172,2.27,2.9,95,1007.6,270,10.99
03/25/2025,7:00:00 AM,4.079,46823.2,29.69,102.52,10.98,-72.8,8.06,0.87,-0.02,-0.4,1.83,5.3,331,0.34,1.5,97,1007.5,99,10.78
03/25/2025,6:00:00 AM,4.031,46619,29.54,102.51,11,-72.99,8.06,0.87,0.02,-0.25,1.8,5.22,325,0.38,0.9,98,1007.8,26,10.17
03/25/2025,5:00:00 AM,4.112,46142.9,29.22,102.55,11.01,-73.14,8.07,0.92,0.06,-0.12,1.96,5.74,217,3.01,0.2,100,1007.5,0,10.56
03/25/2025,4:00:00 AM,4.13,45828.5,29,102.43,11.01,-73.25,8.07,0.93,0.03,-0.21,2.06,6.1,217,3.75,0.3,99,1007.4,0,9.92
03/25/2025,3:00:00 AM,4.19,45966.8,29.11,102.79,11.02,-73.12,8.07,0.91,0.02,-0.26,2.11,6.25,284,0.93,0.3,96,1005.9,0,10.29
03/25/2025,2:00:00 AM,4.18,46159,29.24,102.88,11.03,-73.03,8.07,0.94,0.05,-0.15,1.93,5.64,39,1.34,0.7,96,1005.1,0,10.19
03/25/2025,1:00:00 AM,4.167,46500.5,29.48,103.07,11.03,-73.03,8.07,0.89,0.03,-0.22,1.92,5.62,342,4.22,0.7,96,1005.6,0,10.09
03/25/2025,12:00:00 AM,4.116,47310.1,30.04,103.5,11.05,-73.06,8.07,0.89,0,-0.33,1.58,4.46,320,3.2,0.7,98,1005.8,0,10.07
03/24/2025,11:00:00 PM,4.079,47255.9,29.99,103.6,11.07,-73.24,8.07,0.89,0.04,-0.18,1.67,4.78,347,5.17,1,98,1005.4,2,10.14
03/24/2025,10:00:00 PM,4.055,46906.3,29.75,103.52,11.09,-73.44,8.07,0.87,-0.04,-0.48,1.69,4.85,342,3.02,1.2,98,1005.1,2,10.57
03/24/2025,9:00:00 PM,3.931,46576.2,29.5,103.24,11.11,-73.66,8.08,0.87,-0.02,-0.42,1.82,5.26,357,3.23,1.5,98,1004.7,1,10.18
03/24/2025,8:00:00 PM,3.979,46653.9,29.56,103.38,11.11,-73.55,8.08,0.83,0,-0.31,1.77,5.11,312,4.03,1.4,98,1005.2,6,10.69
03/24/2025,7:00:00 PM,4.256,46564.4,29.53,103.96,11.1,-73.41,8.07,0.92,0.07,-0.09,1.83,5.31,45,0.85,1.3,98,1003.3,1,10.08
03/24/2025,6:00:00 PM,4.187,46303.9,29.34,104.18,11.15,-73.83,8.08,0.95,0.05,-0.15,1.94,5.67,41,4.36,1,99,1006.2,1,10.18
03/24/2025,5:00:00 PM,4.198,46124.9,29.22,103.72,11.11,-73.78,8.08,1.03,0.03,-0.23,1.97,5.79,28,2.09,0.5,99,1009.8,6,10.86
03/24/2025,4:00:00 PM,4.196,45994.7,29.13,103.42,11.09,-73.61,8.08,0.99,0.05,-0.14,2.03,5.97,39,0.86,0.6,98,1010.4,14,9.73
03/24/2025,3:00:00 PM,4.226,45883.1,29.05,103.36,11.08,-73.51,8.07,0.92,-0.04,-0.49,2,5.87,176,3.11,1,98,1011,33,10.29
03/24/2025,2:00:00 PM,4.267,45964.4,29.12,103.66,11.1,-73.57,8.07,0.99,0,-0.33,2.04,6.02,163,4.63,1,98,1012.9,48,10.33
03/24/2025,1:00:00 PM,4.337,46764.9,29.68,104.09,11.08,-73.14,8.07,0.95,-0.03,-0.45,1.8,5.21,182,7.47,1.2,96,1014.8,61,10.02
03/24/2025,12:00:00 PM,4.21,46620,29.57,104.04,11.12,-73.55,8.07,0.89,-0.03,-0.45,1.83,5.3,155,5.21,3.6,82,1015.6,95,9.79
03/24/2025,11:00:00 AM,4.161,47114.2,29.91,104.1,11.11,-73.55,8.07,0.83,-0.01,-0.37,1.61,4.56,166,5.83,3.1,77,1016.8,77,9.9
03/24/2025,10:00:00 AM,4.168,46863.5,29.73,103.82,11.09,-73.6,8.08,0.84,-0.03,-0.43,1.72,4.93,158,2.86,2.2,74,1018.1,69,10.41
03/24/2025,9:00:00 AM,4.176,47180.9,29.95,104.35,11.13,-73.65,8.08,0.82,-0.02,-0.39,1.63,4.63,163,2.59,1.1,73,1018.8,45,10.88
03/24/2025,8:00:00 AM,4.118,46926,29.77,104.09,11.13,-73.72,8.08,0.85,-0.02,-0.41,1.79,5.17,112,2.23,0.2,67,1019.6,87,10.68
03/24/2025,7:00:00 AM,4.071,47258.2,29.99,104.02,11.12,-73.56,8.08,0.78,-0.05,-0.51,1.68,4.79,36,1.23,-1.8,68,1020.5,53,10.16
03/24/2025,6:00:00 AM,4.321,46817.5,29.72,104.45,11.12,-73.54,8.07,0.9,0,-0.33,1.76,5.08,50,1.67,-3.3,65,1021.3,14,9.93
03/24/2025,5:00:00 AM,4.109,46786.1,29.67,103.87,11.12,-73.57,8.08,0.84,0,-0.32,1.72,4.94,58,1.14,-3.9,67,1021.5,0,10.19
03/24/2025,4:00:00 AM,4.22,46052.9,29.17,104.11,11.15,-73.82,8.08,0.87,0.06,-0.11,2.01,5.92,19,0.37,-3.6,59,1020.8,1,10.07
03/24/2025,3:00:00 AM,4.344,45941.9,29.11,104.11,11.12,-73.77,8.08,0.88,0.04,-0.18,2.02,5.95,74,0.39,-3.6,56,1021.1,1,10.45
03/24/2025,2:00:00 AM,4.459,46127.5,29.25,104.77,11.15,-73.83,8.08,0.89,0.08,-0.03,1.93,5.65,95,0.46,-3.2,53,1021.4,0,9.85
03/24/2025,1:00:00 AM,4.423,46012.6,29.17,104.58,11.15,-73.82,8.08,0.98,0,-0.34,2.03,5.98,38,2.52,-3,52,1021.3,0,10.08
03/24/2025,12:00:00 AM,4.281,46594.5,29.56,104.65,11.16,-73.87,8.08,0.86,0.02,-0.27,1.73,4.99,355,1.4,-2.3,48,1020.7,0,10.08
03/23/2025,11:00:00 PM,4.544,46916.4,29.82,105.86,11.2,-73.93,8.08,0.93,-0.01,-0.38,1.63,4.65,19,4.02,-1.4,51,1021.2,0,9.82
03/23/2025,10:00:00 PM,4.483,47412.5,30.16,105.72,11.18,-73.77,8.08,0.91,0,-0.33,1.53,4.31,5,3.66,-0.9,46,1020.8,0,9.72
03/23/2025,9:00:00 PM,4.454,47149.8,29.97,105.8,11.21,-74.08,8.08,0.88,0,-0.33,1.62,4.6,331,2.76,-0.4,42,1019.7,0,9.82
03/23/2025,8:00:00 PM,4.473,46876.8,29.78,105.81,11.22,-74.11,8.08,0.91,-0.03,-0.43,1.7,4.86,341,4.06,0.2,41,1019.3,0,9.83
03/23/2025,7:00:00 PM,4.538,46964,29.85,105.65,11.18,-73.76,8.08,0.88,-0.02,-0.39,1.54,4.34,337,3.22,0.6,39,1019.2,0,10.1
03/23/2025,6:00:00 PM,4.619,46701.1,29.68,105.4,11.14,-73.81,8.08,0.86,-0.04,-0.46,1.68,4.79,321,6.79,1.3,35,1017.7,1,10.19
03/23/2025,5:00:00 PM,4.694,46422.6,29.49,105.17,11.11,-73.65,8.07,0.85,-0.08,-0.61,1.76,5.08,326,4.05,2,34,1016.5,87,10.26
03/23/2025,4:00:00 PM,4.715,46362.1,29.45,105.42,11.14,-73.74,8.08,0.9,-0.09,-0.66,1.75,5.04,345,7.31,2,33,1015.2,274,9.67
03/23/2025,3:00:00 PM,4.702,46248.5,29.37,105.37,11.14,-73.78,8.08,0.9,-0.08,-0.62,1.84,5.35,324,7.58,1.8,37,1015.1,471,10.01
03/23/2025,2:00:00 PM,4.668,46153.7,29.3,105.17,11.13,-73.85,8.08,0.9,-0.06,-0.56,1.84,5.35,323,10.03,1.4,34,1014.4,657,9.19
03/23/2025,1:00:00 PM,4.597,46397.6,29.46,104.91,11.11,-73.67,8.08,0.9,-0.09,-0.66,1.81,5.23,301,7.91,0.8,37,1013.7,805,9.96
03/23/2025,12:00:00 PM,4.516,46805.6,29.74,104.82,11.1,-73.59,8.07,0.9,-0.08,-0.62,1.74,5.02,330,9.86,0,39,1013.2,745,9.81
03/23/2025,11:00:00 AM,4.407,47170.1,29.98,104.63,11.1,-73.64,8.08,0.83,-0.11,-0.72,1.61,4.56,318,13.63,-1,40,1012.7,765,9.74
03/23/2025,10:00:00 AM,4.172,47379.1,30.09,103.29,11.01,-73.6,8.08,0.89,-0.07,-0.59,1.54,4.32,333,5.94,-2,47,1012.5,778,10.36
03/23/2025,9:00:00 AM,4.226,47882.5,30.45,104.46,11.09,-73.4,8.07,0.85,-0.08,-0.62,1.49,4.18,322,10.88,-2.8,47,1011.8,742,9.68
03/23/2025,8:00:00 AM,4.257,47483.2,30.18,104.04,11.06,-73.43,8.07,0.85,0,-0.35,1.62,4.6,342,10.1,-3.3,51,1011.1,532,10.69
03/23/2025,7:00:00 AM,4.313,47411.3,30.13,104.24,11.07,-73.66,8.08,0.85,0,-0.31,1.65,4.69,318,7.74,-3.6,55,1010.4,158,10.85
03/23/2025,6:00:00 AM,4.351,47461.2,30.17,104.51,11.08,-73.6,8.08,0.86,-0.02,-0.41,1.57,4.44,312,5.37,-3.4,57,1009.2,19,10.21
03/23/2025,5:00:00 AM,4.433,47051.8,29.9,104.47,11.08,-73.66,8.08,0.85,0.01,-0.31,1.74,5.01,337,11.8,-2.6,58,1007.2,0,10.18
03/23/2025,4:00:00 AM,4.564,46724.8,29.69,104.81,11.09,-73.64,8.07,0.83,0.01,-0.28,1.79,5.18,319,8,-1.6,55,1005.7,0,9.5
03/23/2025,3:00:00 AM,4.637,46632.2,29.63,105.17,11.12,-73.62,8.07,0.86,0.03,-0.23,1.83,5.31,338,7.33,0,63,1004.2,0,10.36
03/23/2025,2:00:00 AM,4.669,46545.9,29.57,105.35,11.13,-73.64,8.07,0.89,0.01,-0.29,1.9,5.56,340,9.75,1.6,59,1003.1,0,10.05
03/23/2025,1:00:00 AM,4.685,46697.5,29.68,105.72,11.16,-73.62,8.07,0.9,0.01,-0.3,1.83,5.31,357,7.78,4.4,63,1001.9,0,9.92
03/23/2025,12:00:00 AM,4.659,46545.7,29.57,105.83,11.19,-73.68,8.08,0.98,-0.01,-0.36,1.9,5.55,308,5.82,6.6,60,1000.4,0,9.45
03/22/2025,11:00:00 PM,4.803,46447,29.52,106.54,11.22,-73.97,8.08,0.94,-0.01,-0.36,1.9,5.54,329,2.58,6.2,74,999.4,0,9.97
03/22/2025,10:00:00 PM,4.66,47284.4,30.09,106.72,11.24,-73.74,8.08,1.01,0,-0.33,1.64,4.68,2,1.35,4.6,86,998.7,0,9.55
03/22/2025,9:00:00 PM,4.872,47023,29.93,107.19,11.24,-73.89,8.08,1.08,-0.02,-0.42,1.6,4.52,151,0.67,4.8,86,998.6,0,9.92
03/22/2025,8:00:00 PM,5.076,46614.4,29.67,107.18,11.21,-73.99,8.08,0.89,-0.01,-0.36,1.59,4.49,153,2.97,6.5,79,998.5,0,9.83
03/22/2025,7:00:00 PM,4.993,46794,29.79,107.15,11.22,-74,8.08,0.75,-0.02,-0.41,1.69,4.85,200,2.13,7.9,67,998.6,0,10.09
03/22/2025,6:00:00 PM,4.784,47323.4,30.13,107.16,11.25,-73.71,8.08,0.83,-0.04,-0.47,1.45,4.03,207,3.19,8.2,66,998.7,2,10.35
03/22/2025,5:00:00 PM,4.813,47077.4,29.96,108.72,11.42,-74.61,8.09,0.82,-0.01,-0.38,1.66,4.73,224,3.19,8.5,61,998.9,70,9.9
03/22/2025,4:00:00 PM,4.915,46844.1,29.81,108.5,11.38,-74.15,8.08,0.85,-0.05,-0.51,1.71,4.89,201,3.49,8.5,57,998.7,111,10.49
03/22/2025,3:00:00 PM,4.938,46714.9,29.73,107.12,11.23,-73.94,8.08,0.89,-0.06,-0.54,1.68,4.79,199,7.15,8.1,55,999.3,255,9.52
03/22/2025,2:00:00 PM,5.071,46348.1,29.48,106.15,11.11,-73.5,8.07,0.85,-0.07,-0.58,1.81,5.24,190,4.92,7.7,56,1000.1,288,9.74
03/22/2025,1:00:00 PM,5.075,46094.7,29.31,105.94,11.1,-73.46,8.07,0.85,-0.07,-0.6,1.86,5.42,175,6.41,7.5,58,1000.6,755,9.56
03/22/2025,12:00:00 PM,4.859,46156.9,29.32,105.45,11.11,-73.56,8.07,0.95,-0.09,-0.66,1.76,5.08,168,5.42,6.8,62,1001.7,797,9.54
03/22/2025,11:00:00 AM,4.607,46842.7,29.77,105.27,11.12,-73.52,8.07,0.9,-0.07,-0.58,1.77,5.11,184,2.66,6.8,55,1002.7,699,9.26
03/22/2025,10:00:00 AM,4.547,46521.9,29.54,104.83,11.11,-73.77,8.08,0.85,-0.07,-0.6,1.89,5.5,229,4.07,6.5,48,1003.6,484,10.16
03/22/2025,9:00:00 AM,4.234,46674.8,29.61,103.47,11.05,-73.78,8.08,0.91,-0.06,-0.55,1.73,4.97,242,2,5.9,49,1003.6,309,10.26
03/22/2025,8:00:00 AM,4.348,47552,30.24,105.11,11.14,-73.78,8.08,0.82,-0.02,-0.39,1.61,4.57,246,3.79,5.1,47,1003.9,382,10.16
03/22/2025,7:00:00 AM,4.319,47503.9,30.2,104.96,11.14,-73.81,8.08,0.83,0.03,-0.22,1.62,4.61,239,1.11,3.3,57,1004.1,108,10.21
03/22/2025,6:00:00 AM,4.3,47327.8,30.07,104.73,11.13,-73.84,8.08,0.81,0.11,0.08,1.64,4.66,308,3.11,2.3,58,1003.8,28,10.37
03/22/2025,5:00:00 AM,4.245,47296.4,30.04,104.34,11.1,-73.71,8.08,0.87,0.02,-0.25,1.68,4.82,271,3.56,2.4,57,1003.9,0,10.1
03/22/2025,4:00:00 AM,4.35,46930.5,29.8,104.46,11.11,-73.97,8.08,0.86,0.09,0.01,1.77,5.1,291,2.93,3,56,1002.7,0,10.72
03/22/2025,3:00:00 AM,4.398,46788.8,29.71,104.65,11.12,-73.94,8.08,0.88,0.02,-0.24,1.76,5.07,317,4.54,2.9,52,1002,0,10.16
03/22/2025,2:00:00 AM,4.452,46465.9,29.49,104.59,11.12,-74.03,8.08,1.01,0.01,-0.29,1.99,5.86,321,5.39,3.5,52,1001.5,0,9.91
03/22/2025,1:00:00 AM,4.558,46315.9,29.4,104.92,11.13,-73.95,8.08,0.94,0.04,-0.18,1.99,5.84,332,7.32,3.5,48,1001,0,9.8
03/22/2025,12:00:00 AM,4.567,46457.1,29.5,105.16,11.14,-73.95,8.08,0.99,0.03,-0.24,1.94,5.67,312,4.7,3.6,48,1000.7,0,9.51
03/21/2025,11:00:00 PM,4.517,46784.6,29.72,105.3,11.16,-74.06,8.08,0.93,0.08,-0.05,1.74,5.01,324,5.57,4,43,1000.1,0,9.66
03/21/2025,10:00:00 PM,4.57,46672.8,29.65,105.54,11.17,-73.93,8.08,0.88,0.01,-0.28,1.87,5.46,330,6.28,3.9,48,999.7,0,10.37
03/21/2025,9:00:00 PM,4.54,47324.2,30.1,106.32,11.23,-73.99,8.08,0.94,0.01,-0.28,1.63,4.64,352,6.59,3.9,55,999.3,0,10.16
03/21/2025,8:00:00 PM,4.496,47435.2,30.17,106.44,11.25,-74.49,8.09,0.95,0.06,-0.1,1.56,4.39,325,5.34,3.5,69,998.9,0,9.78
03/21/2025,7:00:00 PM,4.529,47457.8,30.2,106.92,11.29,-74.44,8.09,0.89,0.03,-0.22,1.57,4.45,323,7.93,3.4,73,997.9,0,10.14
03/21/2025,6:00:00 PM,4.603,47338.3,30.12,106.83,11.27,-74.48,8.09,0.97,0.04,-0.19,1.53,4.31,331,6.86,2.9,79,997.3,2,9.68
03/21/2025,5:00:00 PM,4.682,46978,29.88,106.44,11.22,-74.42,8.09,0.95,0,-0.31,1.6,4.55,317,8.03,2.9,79,996.4,65,10.25
03/21/2025,4:00:00 PM,4.596,47471.4,30.21,106.59,11.23,-74.12,8.08,0.85,0.05,-0.15,1.51,4.24,331,8.28,3.2,86,995.1,115,9.86
03/21/2025,3:00:00 PM,4.64,47242.3,30.06,106.45,11.22,-74.15,8.08,0.87,0.03,-0.22,1.56,4.41,293,8.08,3.4,93,994,90,10.06
03/21/2025,2:00:00 PM,4.704,46781.3,29.74,106.06,11.18,-74.15,8.08,0.98,0,-0.32,1.68,4.81,316,5.57,3.7,95,992.7,113,10.27
03/21/2025,1:00:00 PM,4.713,46708.1,29.69,106.02,11.18,-74.12,8.08,0.96,0.01,-0.29,1.81,5.23,337,6.19,3.5,94,992.5,193,9.7
03/21/2025,12:00:00 PM,4.71,46445.8,29.51,105.56,11.15,-74.02,8.08,1.22,0.01,-0.28,1.86,5.4,27,6.56,3.9,96,993,155,9.49
03/21/2025,11:00:00 AM,4.645,46732.1,29.7,105.35,11.13,-73.92,8.08,1.03,0,-0.32,1.69,4.84,356,11.44,4.2,95,993.3,70,10.15
03/21/2025,10:00:00 AM,4.626,46920.9,29.83,105.9,11.18,-73.97,8.08,1.01,0.01,-0.28,1.68,4.8,19,4.17,4.2,98,993.9,122,9.35
03/21/2025,9:00:00 AM,4.605,47113.8,29.96,105.39,11.12,-73.73,8.08,1.09,0.03,-0.21,1.73,4.99,7,5.81,4.1,98,994.9,89,9.35
03/21/2025,8:00:00 AM,4.539,47590.7,30.29,106.46,11.23,-73.92,8.08,0.97,0.09,0.01,1.56,4.39,345,2.35,4.5,98,994.1,24,9.97
03/21/2025,7:00:00 AM,4.553,47662.5,30.34,107.18,11.3,-74.1,8.08,0.87,0.06,-0.12,1.56,4.4,90,3.36,4,100,994.4,12,10.16
03/21/2025,6:00:00 AM,4.63,47371.8,30.15,107.45,11.32,-74.49,8.09,0.96,0.07,-0.07,1.65,4.7,346,1.43,4,100,995.9,2,10.18
03/21/2025,5:00:00 AM,4.712,47018.6,29.91,107.34,11.31,-74.6,8.09,0.98,0.04,-0.17,1.77,5.12,173,2.51,3.9,100,996.4,0,9.24
03/21/2025,4:00:00 AM,4.626,47224.4,30.04,107.01,11.28,-74.28,8.09,0.96,0.02,-0.24,1.64,4.68,144,1.98,3.9,100,996.9,0,9.99
